Rk,Player,Pos,Age,G,GS,MP,FG%,Dist.,%FGA 2P,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA 3P,2P%,FG% 0-3,FG% 3-10,FG% 10-16,FG% 16-3P,3P%,%Ast'd 2P,%Ast'd 3P,Dunk %FGA,Dunks #,Corner 3s %3PA,Corner 3s 3P%,Heaves Att.,Heaves Md.,Awards
1.0,Mikal Bridges,SF,28.0,82.0,82.0,3036.0,0.5,14.7,0.609,0.185,0.189,0.192,0.042,0.391,0.594,0.785,0.513,0.507,0.52,0.354,0.682,0.957,0.025,28.0,0.449,0.423,12.0,0.0,
2.0,Josh Hart,SG,29.0,77.0,77.0,2897.0,0.525,11.3,0.673,0.408,0.162,0.066,0.036,0.327,0.618,0.732,0.44,0.412,0.5,0.333,0.613,0.869,0.03,21.0,0.258,0.308,1.0,0.0,
3.0,Anthony Edwards,SG,23.0,79.0,79.0,2871.0,0.447,16.9,0.497,0.176,0.158,0.084,0.08,0.503,0.501,0.678,0.453,0.341,0.372,0.395,0.384,0.475,0.039,54.0,0.107,0.414,10.0,0.0,
4.0,Devin Booker,SG,28.0,75.0,75.0,2795.0,0.461,16.2,0.612,0.109,0.175,0.206,0.123,0.388,0.542,0.69,0.492,0.531,0.5,0.332,0.431,0.716,0.013,14.0,0.123,0.338,0.0,0.0,
5.0,James Harden,PG,35.0,79.0,79.0,2789.0,0.41,17.3,0.484,0.106,0.232,0.122,0.024,0.516,0.472,0.657,0.422,0.405,0.484,0.352,0.176,0.37,0.003,4.0,0.042,0.429,0.0,0.0,
6.0,DeMar DeRozan,SF,35.0,77.0,77.0,2768.0,0.477,15.3,0.804,0.065,0.171,0.299,0.269,0.196,0.513,0.706,0.549,0.509,0.449,0.328,0.363,0.881,0.006,7.0,0.309,0.38,6.0,0.0,
7.0,Trae Young,PG,26.0,76.0,76.0,2739.0,0.411,17.3,0.533,0.124,0.219,0.134,0.057,0.467,0.474,0.544,0.468,0.467,0.359,0.34,0.287,0.294,0.001,0.0,0.078,0.44,6.0,1.0,
8.0,Tyler Herro,SG,25.0,77.0,77.0,2725.0,0.472,16.7,0.514,0.137,0.213,0.126,0.038,0.486,0.565,0.698,0.515,0.529,0.481,0.375,0.378,0.753,0.008,10.0,0.118,0.456,2.0,0.0,
9.0,OG Anunoby,PF,27.0,74.0,74.0,2706.0,0.476,13.5,0.552,0.338,0.123,0.055,0.037,0.448,0.561,0.706,0.349,0.321,0.289,0.372,0.717,0.93,0.14,132.0,0.45,0.377,1.0,0.0,
10.0,Jalen Green,SG,22.0,82.0,82.0,2697.0,0.423,16.3,0.54,0.191,0.175,0.058,0.116,0.46,0.482,0.664,0.418,0.298,0.371,0.354,0.262,0.538,0.046,54.0,0.107,0.366,0.0,0.0,
11.0,Christian Braun,SG,23.0,79.0,77.0,2675.0,0.58,9.9,0.727,0.418,0.245,0.027,0.038,0.273,0.648,0.758,0.522,0.409,0.419,0.397,0.762,0.888,0.124,94.0,0.317,0.352,1.0,0.0,
12.0,Bam Adebayo,C,27.0,78.0,78.0,2674.0,0.485,11.4,0.801,0.213,0.285,0.247,0.057,0.199,0.517,0.705,0.461,0.436,0.444,0.357,0.605,0.886,0.123,125.0,0.29,0.453,0.0,0.0,
13.0,Ivica Zubac,C,27.0,80.0,80.0,2624.0,0.628,4.4,1.0,0.426,0.499,0.072,0.003,0.0,0.628,0.706,0.585,0.485,0.333,,0.703,,0.203,177.0,,,0.0,0.0,
14.0,Jayson Tatum,PF,26.0,72.0,72.0,2624.0,0.452,17.1,0.503,0.182,0.149,0.089,0.083,0.497,0.559,0.782,0.479,0.359,0.43,0.343,0.35,0.46,0.059,79.0,0.059,0.419,0.0,0.0,
15.0,Jaden McDaniels,PF,24.0,82.0,82.0,2614.0,0.477,12.8,0.637,0.253,0.23,0.121,0.032,0.363,0.561,0.73,0.427,0.535,0.296,0.33,0.611,0.95,0.074,51.0,0.512,0.335,3.0,0.0,
16.0,Keegan Murray,PF,24.0,76.0,76.0,2610.0,0.444,17.2,0.452,0.144,0.195,0.078,0.035,0.548,0.566,0.831,0.469,0.359,0.483,0.343,0.652,0.987,0.087,66.0,0.29,0.385,1.0,0.0,
17.0,Zach LaVine,SF,29.0,74.0,74.0,2602.0,0.511,15.9,0.562,0.242,0.131,0.07,0.119,0.438,0.562,0.723,0.488,0.442,0.386,0.446,0.495,0.544,0.06,68.0,0.17,0.473,0.0,0.0,
18.0,Shai Gilgeous-Alexander,PG,26.0,76.0,76.0,2598.0,0.519,12.9,0.737,0.206,0.231,0.222,0.079,0.263,0.571,0.742,0.492,0.548,0.42,0.375,0.212,0.35,0.028,46.0,0.034,0.333,1.0,0.0,
19.0,Michael Porter Jr.,SF,26.0,77.0,77.0,2593.0,0.504,15.9,0.533,0.228,0.156,0.053,0.095,0.467,0.599,0.762,0.53,0.536,0.36,0.395,0.74,0.922,0.096,88.0,0.125,0.508,8.0,0.0,
20.0,Derrick White,SG,30.0,76.0,76.0,2574.0,0.442,20.7,0.279,0.084,0.121,0.05,0.024,0.721,0.593,0.716,0.586,0.563,0.261,0.384,0.465,0.808,0.009,8.0,0.171,0.432,0.0,0.0,
21.0,Dyson Daniels,SG,21.0,76.0,76.0,2571.0,0.493,10.4,0.745,0.284,0.377,0.078,0.007,0.255,0.545,0.676,0.486,0.389,0.167,0.34,0.517,0.938,0.054,45.0,0.217,0.431,6.0,0.0,
22.0,Nikola Jokić,C,29.0,70.0,70.0,2571.0,0.576,11.5,0.757,0.235,0.403,0.078,0.042,0.243,0.627,0.725,0.605,0.491,0.544,0.417,0.653,0.862,0.019,25.0,0.045,0.533,22.0,2.0,
23.0,Austin Reaves,SG,26.0,73.0,73.0,2550.0,0.46,17.1,0.488,0.142,0.211,0.107,0.028,0.512,0.547,0.748,0.484,0.45,0.379,0.377,0.44,0.72,0.007,7.0,0.122,0.446,7.0,0.0,
24.0,Toumani Camara,PF,24.0,78.0,78.0,2548.0,0.458,14.0,0.497,0.289,0.198,0.008,0.001,0.503,0.542,0.652,0.401,0.167,0.0,0.375,0.658,0.956,0.084,49.0,0.419,0.358,1.0,0.0,
25.0,Pascal Siakam,PF,30.0,78.0,78.0,2548.0,0.519,12.4,0.726,0.218,0.258,0.179,0.071,0.274,0.568,0.771,0.544,0.441,0.345,0.389,0.589,0.976,0.041,45.0,0.29,0.404,1.0,0.0,
26.0,Brook Lopez,C,36.0,80.0,80.0,2546.0,0.509,16.0,0.518,0.229,0.151,0.109,0.03,0.482,0.636,0.78,0.59,0.464,0.391,0.373,0.745,0.986,0.071,52.0,0.097,0.583,0.0,0.0,
27.0,Karl-Anthony Towns,C,29.0,72.0,72.0,2517.0,0.526,10.8,0.722,0.353,0.277,0.058,0.035,0.278,0.567,0.695,0.476,0.4,0.262,0.42,0.586,0.972,0.071,76.0,0.062,0.333,0.0,0.0,
28.0,Bub Carrington,PG,19.0,82.0,57.0,2458.0,0.401,19.1,0.456,0.102,0.114,0.102,0.139,0.544,0.475,0.553,0.353,0.553,0.462,0.339,0.481,0.667,0.027,18.0,0.135,0.327,1.0,0.0,
29.0,Cade Cunningham,PG,23.0,70.0,70.0,2452.0,0.469,12.6,0.713,0.167,0.362,0.129,0.056,0.287,0.515,0.605,0.497,0.479,0.444,0.356,0.228,0.57,0.033,39.0,0.048,0.4,4.0,0.0,
30.0,Tyrese Haliburton,PG,24.0,73.0,73.0,2451.0,0.473,19.3,0.441,0.101,0.14,0.107,0.092,0.559,0.581,0.725,0.582,0.546,0.462,0.388,0.391,0.528,0.024,22.0,0.073,0.439,9.0,0.0,
31.0,Coby White,SG,24.0,74.0,73.0,2450.0,0.453,16.6,0.479,0.224,0.153,0.06,0.043,0.521,0.544,0.669,0.456,0.507,0.25,0.37,0.336,0.759,0.01,8.0,0.135,0.38,8.0,0.0,
32.0,LeBron James,SF,40.0,70.0,70.0,2444.0,0.513,13.4,0.688,0.242,0.23,0.113,0.104,0.312,0.574,0.782,0.473,0.503,0.394,0.376,0.382,0.691,0.056,71.0,0.088,0.343,2.0,0.0,
33.0,Domantas Sabonis,C,28.0,70.0,70.0,2429.0,0.59,8.1,0.825,0.43,0.306,0.044,0.047,0.175,0.627,0.708,0.56,0.462,0.452,0.417,0.63,0.985,0.097,80.0,0.051,0.5,0.0,0.0,
34.0,Jamal Murray,PG,27.0,67.0,67.0,2418.0,0.474,15.6,0.646,0.155,0.175,0.153,0.163,0.354,0.518,0.667,0.485,0.468,0.459,0.393,0.355,0.615,0.012,13.0,0.093,0.378,3.0,0.0,
35.0,Alperen Şengün,C,22.0,76.0,76.0,2395.0,0.496,7.5,0.921,0.319,0.405,0.164,0.033,0.079,0.519,0.679,0.454,0.396,0.368,0.233,0.473,0.952,0.067,65.0,0.067,0.333,0.0,0.0,
36.0,Dillon Brooks,SF,29.0,75.0,75.0,2388.0,0.429,17.3,0.476,0.127,0.155,0.135,0.058,0.524,0.465,0.544,0.475,0.372,0.481,0.397,0.444,0.962,0.019,15.0,0.23,0.38,1.0,0.0,
37.0,Rudy Gobert,C,32.0,72.0,72.0,2388.0,0.669,2.4,1.0,0.757,0.218,0.022,0.004,0.0,0.669,0.79,0.324,0.0,0.0,,0.707,,0.494,225.0,,,0.0,0.0,
38.0,Tobias Harris,PF,32.0,73.0,73.0,2305.0,0.477,13.1,0.672,0.168,0.293,0.168,0.043,0.328,0.542,0.77,0.475,0.489,0.314,0.345,0.539,0.934,0.075,56.0,0.447,0.39,0.0,0.0,
39.0,Darius Garland,PG,25.0,75.0,75.0,2301.0,0.472,16.3,0.549,0.148,0.193,0.147,0.06,0.451,0.53,0.649,0.485,0.549,0.338,0.401,0.33,0.571,0.002,1.0,0.151,0.4,1.0,0.0,
40.0,Jalen Brunson,PG,28.0,65.0,65.0,2301.0,0.488,14.2,0.669,0.149,0.255,0.181,0.084,0.331,0.539,0.676,0.497,0.525,0.455,0.383,0.236,0.461,0.0,0.0,0.144,0.404,0.0,0.0,
41.0,Jarrett Allen,C,26.0,82.0,82.0,2296.0,0.706,3.6,0.992,0.594,0.342,0.05,0.006,0.008,0.712,0.813,0.584,0.469,0.0,0.0,0.825,,0.272,159.0,0.4,0.0,0.0,0.0,
42.0,Chris Paul,PG,39.0,82.0,82.0,2292.0,0.427,21.2,0.364,0.026,0.048,0.189,0.101,0.636,0.514,0.8,0.536,0.518,0.424,0.377,0.22,0.493,0.0,0.0,0.127,0.34,2.0,0.0,
43.0,Anfernee Simons,SG,25.0,70.0,70.0,2292.0,0.426,17.9,0.473,0.124,0.181,0.108,0.059,0.527,0.496,0.636,0.446,0.369,0.591,0.363,0.186,0.609,0.014,15.0,0.093,0.327,5.0,0.0,
44.0,Giannis Antetokounmpo,PF,30.0,67.0,67.0,2289.0,0.601,7.0,0.952,0.511,0.195,0.096,0.15,0.048,0.62,0.773,0.428,0.48,0.439,0.222,0.429,0.5,0.205,243.0,0.048,0.0,1.0,0.0,
45.0,Malik Beasley,SG,28.0,82.0,18.0,2283.0,0.43,20.8,0.285,0.057,0.132,0.055,0.041,0.715,0.466,0.656,0.447,0.356,0.409,0.416,0.634,0.937,0.022,20.0,0.209,0.531,2.0,0.0,
46.0,Kentavious Caldwell-Pope,SG,31.0,77.0,77.0,2279.0,0.439,19.3,0.393,0.123,0.063,0.064,0.143,0.607,0.589,0.761,0.412,0.543,0.538,0.342,0.698,0.929,0.029,16.0,0.348,0.339,0.0,0.0,
47.0,Nikola Vučević,C,34.0,73.0,72.0,2278.0,0.53,12.5,0.691,0.214,0.319,0.118,0.04,0.309,0.587,0.689,0.565,0.508,0.452,0.402,0.758,0.992,0.012,10.0,0.084,0.407,1.0,0.0,
48.0,Payton Pritchard,PG,27.0,80.0,3.0,2271.0,0.472,21.3,0.277,0.112,0.09,0.044,0.031,0.723,0.642,0.794,0.615,0.447,0.444,0.407,0.247,0.804,0.0,0.0,0.157,0.469,8.0,0.0,
49.0,Kevin Durant,PF,36.0,62.0,62.0,2265.0,0.527,15.5,0.669,0.091,0.176,0.312,0.09,0.331,0.574,0.824,0.561,0.524,0.525,0.43,0.433,0.888,0.041,44.0,0.223,0.506,0.0,0.0,
50.0,Shaedon Sharpe,SG,21.0,72.0,52.0,2252.0,0.452,15.7,0.572,0.226,0.14,0.106,0.101,0.428,0.557,0.755,0.419,0.47,0.396,0.311,0.409,0.707,0.07,65.0,0.165,0.333,4.0,0.0,
51.0,Stephen Curry,PG,36.0,70.0,70.0,2252.0,0.448,20.0,0.377,0.083,0.171,0.07,0.053,0.623,0.534,0.673,0.488,0.455,0.567,0.397,0.478,0.704,0.001,1.0,0.101,0.494,6.0,1.0,
52.0,De'Aaron Fox,PG,27.0,62.0,62.0,2241.0,0.463,14.4,0.672,0.156,0.255,0.153,0.108,0.328,0.538,0.698,0.53,0.472,0.421,0.31,0.318,0.669,0.019,22.0,0.16,0.328,2.0,0.0,
53.0,Jalen Williams,SG,23.0,69.0,69.0,2237.0,0.484,13.3,0.709,0.201,0.237,0.187,0.084,0.291,0.533,0.723,0.43,0.523,0.388,0.365,0.395,0.782,0.069,70.0,0.094,0.406,0.0,0.0,
54.0,Donovan Mitchell,SG,28.0,71.0,71.0,2232.0,0.443,17.0,0.52,0.156,0.183,0.084,0.098,0.48,0.512,0.607,0.531,0.441,0.388,0.368,0.222,0.541,0.014,16.0,0.096,0.475,3.0,0.0,
55.0,Harrison Barnes,PF,32.0,82.0,82.0,2230.0,0.508,14.8,0.473,0.25,0.184,0.038,0.0,0.527,0.591,0.69,0.468,0.538,,0.433,0.586,0.981,0.042,29.0,0.547,0.477,2.0,0.0,
56.0,Julius Randle,PF,30.0,69.0,69.0,2226.0,0.485,12.4,0.666,0.252,0.262,0.121,0.03,0.334,0.555,0.751,0.423,0.465,0.429,0.344,0.447,0.843,0.052,46.0,0.21,0.273,1.0,0.0,
57.0,Amen Thompson,SF,22.0,69.0,42.0,2225.0,0.557,7.8,0.869,0.42,0.298,0.096,0.055,0.131,0.599,0.758,0.471,0.493,0.263,0.275,0.523,0.96,0.212,138.0,0.582,0.377,2.0,0.0,
58.0,Jaren Jackson Jr.,C,25.0,74.0,74.0,2207.0,0.488,13.1,0.679,0.119,0.415,0.134,0.011,0.321,0.541,0.667,0.518,0.509,0.462,0.375,0.451,0.952,0.029,31.0,0.206,0.4,5.0,0.0,
59.0,Desmond Bane,SG,26.0,69.0,68.0,2205.0,0.484,14.7,0.589,0.188,0.246,0.093,0.063,0.411,0.548,0.712,0.492,0.4,0.5,0.392,0.426,0.634,0.005,5.0,0.187,0.308,0.0,0.0,
60.0,Naz Reid,C,25.0,80.0,17.0,2200.0,0.462,15.4,0.499,0.2,0.255,0.044,0.0,0.501,0.544,0.681,0.468,0.366,,0.379,0.641,0.92,0.034,25.0,0.227,0.39,2.0,0.0,
61.0,Tyus Jones,PG,28.0,81.0,58.0,2174.0,0.448,18.3,0.413,0.06,0.174,0.16,0.019,0.587,0.496,0.78,0.479,0.422,0.385,0.414,0.393,0.873,0.0,0.0,0.344,0.5,0.0,0.0,
62.0,Myles Turner,C,28.0,72.0,72.0,2174.0,0.481,16.2,0.514,0.175,0.206,0.073,0.06,0.486,0.561,0.746,0.425,0.559,0.49,0.396,0.846,0.981,0.09,59.0,0.14,0.491,0.0,0.0,
63.0,Evan Mobley,PF,23.0,71.0,71.0,2167.0,0.557,9.4,0.746,0.421,0.27,0.038,0.018,0.254,0.621,0.787,0.429,0.353,0.188,0.37,0.64,0.894,0.22,192.0,0.2,0.435,1.0,0.0,
64.0,Taurean Prince,SF,30.0,80.0,73.0,2166.0,0.457,18.0,0.348,0.16,0.119,0.058,0.012,0.652,0.492,0.646,0.361,0.333,0.5,0.439,0.773,0.986,0.018,8.0,0.507,0.453,2.0,0.0,
65.0,Stephon Castle,PG,20.0,81.0,47.0,2162.0,0.428,12.6,0.663,0.311,0.217,0.084,0.052,0.337,0.501,0.655,0.369,0.373,0.333,0.285,0.46,0.789,0.078,69.0,0.147,0.347,4.0,0.0,
66.0,Deni Avdija,SF,24.0,72.0,54.0,2161.0,0.476,12.9,0.595,0.322,0.219,0.026,0.027,0.405,0.552,0.665,0.416,0.364,0.478,0.365,0.448,0.848,0.027,20.0,0.181,0.323,1.0,0.0,
67.0,Jaylen Brown,SF,28.0,63.0,63.0,2158.0,0.463,13.4,0.68,0.197,0.265,0.145,0.073,0.32,0.529,0.75,0.456,0.407,0.439,0.324,0.386,0.724,0.045,43.0,0.184,0.439,0.0,0.0,
68.0,Tim Hardaway Jr.,SG,32.0,77.0,77.0,2153.0,0.406,20.2,0.328,0.082,0.1,0.072,0.074,0.672,0.484,0.679,0.485,0.469,0.28,0.368,0.815,0.923,0.016,8.0,0.241,0.373,0.0,0.0,
69.0,Bennedict Mathurin,SF,22.0,72.0,49.0,2149.0,0.458,13.2,0.662,0.273,0.237,0.066,0.087,0.338,0.519,0.635,0.485,0.393,0.338,0.34,0.584,0.714,0.049,39.0,0.139,0.4,3.0,0.0,
70.0,Spencer Dinwiddie,PG,31.0,79.0,30.0,2136.0,0.416,15.9,0.522,0.136,0.252,0.106,0.028,0.478,0.492,0.645,0.419,0.458,0.526,0.334,0.211,0.55,0.012,4.0,0.184,0.417,0.0,0.0,
71.0,Scottie Barnes,PF,23.0,65.0,65.0,2134.0,0.446,12.6,0.737,0.219,0.26,0.176,0.082,0.263,0.508,0.687,0.428,0.476,0.356,0.271,0.452,0.737,0.066,60.0,0.132,0.351,5.0,0.0,
72.0,Max Christie,SG,21.0,78.0,36.0,2127.0,0.427,16.9,0.468,0.144,0.18,0.073,0.071,0.532,0.496,0.8,0.396,0.279,0.357,0.366,0.606,0.957,0.053,25.0,0.366,0.383,2.0,0.0,
73.0,Josh Giddey,PG,22.0,70.0,69.0,2117.0,0.465,12.3,0.652,0.277,0.276,0.076,0.023,0.348,0.512,0.584,0.5,0.377,0.222,0.378,0.414,0.895,0.013,9.0,0.277,0.39,1.0,1.0,
74.0,Fred VanVleet,PG,30.0,60.0,60.0,2111.0,0.378,20.2,0.393,0.095,0.111,0.07,0.117,0.607,0.43,0.528,0.393,0.434,0.382,0.345,0.234,0.623,0.0,0.0,0.093,0.326,8.0,0.0,
75.0,Keyonte George,PG,21.0,67.0,35.0,2109.0,0.391,17.6,0.448,0.073,0.242,0.098,0.036,0.552,0.449,0.627,0.428,0.4,0.364,0.343,0.427,0.649,0.015,11.0,0.136,0.493,0.0,0.0,
76.0,Dennis Schröder,PG,31.0,75.0,49.0,2105.0,0.406,16.7,0.551,0.129,0.197,0.135,0.089,0.449,0.458,0.636,0.38,0.491,0.324,0.342,0.244,0.756,0.0,0.0,0.092,0.471,4.0,0.0,
77.0,Damian Lillard,PG,34.0,58.0,58.0,2093.0,0.448,18.5,0.472,0.169,0.113,0.071,0.119,0.528,0.528,0.655,0.393,0.486,0.5,0.376,0.158,0.574,0.005,5.0,0.078,0.39,4.0,0.0,
78.0,Russell Westbrook,PG,36.0,75.0,36.0,2092.0,0.449,12.3,0.65,0.314,0.213,0.063,0.06,0.35,0.517,0.682,0.424,0.212,0.3,0.323,0.423,0.862,0.032,23.0,0.337,0.439,1.0,0.0,
79.0,Kelly Oubre Jr.,SF,29.0,60.0,57.0,2078.0,0.47,11.3,0.673,0.328,0.266,0.067,0.012,0.327,0.555,0.704,0.452,0.26,0.444,0.293,0.534,0.972,0.097,63.0,0.318,0.351,0.0,0.0,
80.0,Nickeil Alexander-Walker,SG,26.0,82.0,10.0,2073.0,0.438,17.5,0.399,0.166,0.14,0.063,0.031,0.601,0.524,0.667,0.43,0.359,0.526,0.381,0.612,0.986,0.019,8.0,0.335,0.468,4.0,0.0,
81.0,Luguentz Dort,SF,25.0,71.0,71.0,2073.0,0.435,19.5,0.304,0.123,0.094,0.059,0.027,0.696,0.489,0.589,0.375,0.429,0.563,0.412,0.67,0.959,0.032,14.0,0.259,0.421,0.0,0.0,
82.0,Onyeka Okongwu,C,24.0,74.0,40.0,2064.0,0.567,7.9,0.784,0.48,0.263,0.038,0.003,0.216,0.634,0.738,0.472,0.5,0.0,0.324,0.768,1.0,0.145,91.0,0.534,0.354,1.0,0.0,
83.0,Malik Monk,SG,26.0,65.0,45.0,2054.0,0.439,16.0,0.544,0.145,0.242,0.106,0.051,0.456,0.534,0.632,0.524,0.47,0.438,0.325,0.443,0.82,0.036,29.0,0.121,0.442,2.0,0.0,
84.0,Jaylen Wells,SG,21.0,79.0,74.0,2043.0,0.425,17.4,0.42,0.142,0.163,0.059,0.056,0.58,0.525,0.729,0.382,0.625,0.316,0.352,0.658,0.906,0.036,20.0,0.38,0.369,0.0,0.0,
85.0,Jalen Duren,C,21.0,78.0,78.0,2034.0,0.692,2.5,1.0,0.663,0.332,0.004,0.002,0.0,0.692,0.76,0.558,0.5,1.0,,0.624,,0.441,219.0,,,0.0,0.0,
86.0,Jalen Wilson,PF,24.0,79.0,22.0,2031.0,0.397,16.9,0.416,0.165,0.216,0.023,0.013,0.584,0.481,0.608,0.41,0.286,0.375,0.337,0.597,1.0,0.002,0.0,0.29,0.352,1.0,0.0,
87.0,Miles Bridges,PF,26.0,64.0,64.0,2029.0,0.431,13.8,0.587,0.242,0.274,0.051,0.02,0.413,0.513,0.712,0.393,0.309,0.273,0.313,0.482,0.908,0.058,55.0,0.236,0.396,6.0,0.0,
88.0,Davion Mitchell,PG,26.0,74.0,37.0,2027.0,0.468,14.2,0.557,0.271,0.204,0.05,0.032,0.443,0.525,0.651,0.433,0.375,0.267,0.398,0.281,0.821,0.0,0.0,0.19,0.425,4.0,0.0,
89.0,Franz Wagner,SF,23.0,60.0,60.0,2023.0,0.463,12.5,0.697,0.214,0.349,0.091,0.043,0.303,0.535,0.726,0.452,0.491,0.36,0.295,0.446,0.692,0.036,39.0,0.111,0.436,3.0,0.0,
