Rk,Player,Pos,Age,G,GS,MP,FG%,Dist.,%FGA 2P,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA 3P,2P%,FG% 0-3,FG% 3-10,FG% 10-16,FG% 16-3P,3P%,%Ast'd 2P,%Ast'd 3P,Dunk %FGA,Dunks #,Corner 3s %3PA,Corner 3s 3P%,Heaves Att.,Heaves Md.,Awards
365.0,Mouhamed Gueye,PF,22.0,33.0,28.0,533.0,0.421,13.3,0.526,0.339,0.129,0.053,0.006,0.474,0.567,0.655,0.364,0.556,0.0,0.259,0.824,1.0,0.17,25.0,0.593,0.25,0.0,0.0,
366.0,Bismack Biyombo,C,32.0,28.0,26.0,528.0,0.588,4.4,1.0,0.465,0.447,0.088,0.0,0.0,0.588,0.698,0.569,0.1,,,0.791,,0.123,11.0,,,0.0,0.0,
367.0,Jaylen Clark,SG,23.0,40.0,4.0,522.0,0.467,13.4,0.575,0.3,0.217,0.05,0.008,0.425,0.493,0.528,0.462,0.5,0.0,0.431,0.559,1.0,0.025,2.0,0.549,0.429,2.0,0.0,
368.0,Rob Dillingham,PG,20.0,49.0,1.0,516.0,0.441,13.9,0.649,0.213,0.223,0.123,0.09,0.351,0.496,0.733,0.404,0.462,0.211,0.338,0.309,0.48,0.014,3.0,0.135,0.5,0.0,0.0,
369.0,Colby Jones,SG,22.0,39.0,0.0,515.0,0.457,14.6,0.62,0.178,0.264,0.14,0.039,0.38,0.538,0.696,0.441,0.556,0.4,0.327,0.558,0.938,0.039,5.0,0.245,0.333,0.0,0.0,
370.0,Craig Porter Jr.,PG,24.0,51.0,1.0,513.0,0.514,12.3,0.657,0.343,0.2,0.079,0.036,0.343,0.554,0.708,0.393,0.455,0.2,0.438,0.529,0.714,0.05,6.0,0.25,0.333,2.0,1.0,
371.0,Tristan Vukcevic,C,21.0,35.0,1.0,513.0,0.496,15.1,0.579,0.186,0.252,0.103,0.037,0.421,0.586,0.8,0.426,0.52,0.778,0.373,0.793,1.0,0.058,14.0,0.098,0.3,2.0,0.0,
372.0,Elfrid Payton,PG,30.0,24.0,9.0,511.0,0.328,8.8,0.951,0.148,0.525,0.262,0.016,0.049,0.336,0.333,0.375,0.25,0.5,0.167,0.179,1.0,0.0,0.0,0.167,0.0,0.0,0.0,
373.0,Jamal Cain,SF,25.0,37.0,0.0,502.0,0.43,15.4,0.494,0.19,0.215,0.07,0.019,0.506,0.538,0.767,0.471,0.273,0.0,0.325,0.595,0.885,0.044,6.0,0.488,0.308,0.0,0.0,
374.0,Keaton Wallace,PG,25.0,31.0,5.0,501.0,0.401,18.0,0.494,0.08,0.154,0.191,0.068,0.506,0.475,0.538,0.6,0.419,0.273,0.329,0.289,0.815,0.025,4.0,0.122,0.4,1.0,0.0,
375.0,Jock Landale,C,29.0,42.0,3.0,500.0,0.533,9.2,0.829,0.355,0.289,0.132,0.053,0.171,0.556,0.648,0.545,0.35,0.5,0.423,0.629,0.909,0.105,15.0,0.077,0.0,0.0,0.0,
376.0,Vince Williams Jr.,SG,24.0,27.0,5.0,499.0,0.401,16.9,0.431,0.144,0.21,0.066,0.012,0.569,0.569,0.625,0.543,0.545,0.5,0.274,0.61,0.923,0.012,1.0,0.284,0.37,1.0,0.0,
377.0,Wendell Moore Jr.,SG,23.0,36.0,1.0,499.0,0.468,11.1,0.675,0.389,0.175,0.071,0.04,0.325,0.529,0.612,0.5,0.333,0.2,0.341,0.6,0.929,0.04,5.0,0.537,0.409,0.0,0.0,
378.0,Brandon Williams,PG,25.0,33.0,3.0,487.0,0.521,12.1,0.681,0.356,0.218,0.069,0.037,0.319,0.578,0.672,0.415,0.615,0.571,0.4,0.297,0.833,0.005,1.0,0.2,0.417,2.0,0.0,
379.0,A.J. Lawson,SG,24.0,26.0,2.0,486.0,0.421,14.6,0.468,0.289,0.168,0.011,0.0,0.532,0.528,0.618,0.406,0.0,,0.327,0.638,0.939,0.074,11.0,0.347,0.314,0.0,0.0,
380.0,Grant Williams,PF,26.0,16.0,7.0,479.0,0.439,17.9,0.398,0.154,0.154,0.057,0.033,0.602,0.551,0.737,0.579,0.143,0.25,0.365,0.815,1.0,0.024,3.0,0.203,0.267,0.0,0.0,
381.0,Lonnie Walker IV,SG,26.0,20.0,7.0,477.0,0.42,19.0,0.401,0.165,0.099,0.061,0.075,0.599,0.518,0.686,0.333,0.462,0.438,0.354,0.591,0.778,0.028,5.0,0.142,0.333,3.0,0.0,
382.0,Duop Reath,C,28.0,46.0,0.0,469.0,0.422,17.5,0.361,0.229,0.108,0.018,0.006,0.639,0.6,0.763,0.333,0.333,0.0,0.321,0.472,0.971,0.03,5.0,0.226,0.333,0.0,0.0,
383.0,Reece Beekman,PG,23.0,36.0,4.0,469.0,0.327,8.2,0.626,0.215,0.318,0.047,0.047,0.374,0.418,0.609,0.382,0.0,0.2,0.175,0.464,1.0,0.009,1.0,0.4,0.25,0.0,0.0,
384.0,Kai Jones,C,24.0,40.0,6.0,468.0,0.798,4.5,0.954,0.651,0.156,0.119,0.028,0.046,0.827,0.944,0.706,0.462,0.333,0.2,0.826,1.0,0.596,62.0,0.2,0.0,0.0,0.0,
385.0,Larry Nance Jr.,PF,32.0,24.0,3.0,463.0,0.516,15.0,0.51,0.239,0.206,0.045,0.019,0.49,0.582,0.703,0.469,0.571,0.333,0.447,0.848,0.971,0.135,16.0,0.342,0.423,2.0,0.0,
386.0,Collin Gillespie,PG,25.0,33.0,9.0,461.0,0.43,18.3,0.43,0.101,0.19,0.101,0.038,0.57,0.426,0.5,0.4,0.313,0.667,0.433,0.276,0.795,0.0,0.0,0.189,0.529,2.0,0.0,
387.0,Rayan Rupert,SG,20.0,52.0,0.0,460.0,0.408,13.2,0.585,0.268,0.254,0.063,0.0,0.415,0.506,0.632,0.389,0.444,,0.271,0.524,0.813,0.035,5.0,0.339,0.35,0.0,0.0,
388.0,GG Jackson II,PF,20.0,29.0,3.0,459.0,0.372,14.6,0.523,0.236,0.251,0.025,0.01,0.477,0.404,0.553,0.28,0.2,0.5,0.337,0.476,0.938,0.085,12.0,0.284,0.296,0.0,0.0,
389.0,Jaylon Tyson,SG,22.0,47.0,3.0,453.0,0.43,12.4,0.611,0.302,0.242,0.054,0.013,0.389,0.484,0.533,0.444,0.375,0.5,0.345,0.477,0.85,0.047,5.0,0.448,0.346,0.0,0.0,
390.0,Bol Bol,PF,25.0,36.0,10.0,448.0,0.525,17.3,0.492,0.098,0.158,0.153,0.082,0.508,0.711,0.833,0.759,0.679,0.533,0.344,0.844,1.0,0.055,10.0,0.548,0.353,0.0,0.0,
391.0,Paul Reed,C,25.0,45.0,0.0,438.0,0.507,9.6,0.803,0.359,0.254,0.155,0.035,0.197,0.561,0.765,0.389,0.318,0.8,0.286,0.688,1.0,0.141,18.0,0.179,0.2,0.0,0.0,
392.0,Colin Castleton,C,24.0,26.0,4.0,432.0,0.469,9.1,0.837,0.337,0.388,0.112,0.0,0.163,0.537,0.697,0.421,0.455,,0.125,0.682,1.0,0.102,8.0,0.563,0.111,0.0,0.0,
393.0,Trevelin Queen,SG,27.0,31.0,2.0,430.0,0.381,16.2,0.476,0.238,0.19,0.027,0.02,0.524,0.486,0.6,0.393,0.25,0.333,0.286,0.588,0.818,0.088,11.0,0.234,0.444,4.0,0.0,
394.0,Malaki Branham,SG,21.0,47.0,0.0,427.0,0.458,15.3,0.558,0.184,0.195,0.126,0.053,0.442,0.5,0.8,0.351,0.333,0.4,0.405,0.509,0.941,0.026,4.0,0.19,0.438,0.0,0.0,
395.0,Jordan Miller,SF,25.0,37.0,0.0,420.0,0.433,10.2,0.716,0.313,0.343,0.06,0.0,0.284,0.521,0.619,0.457,0.375,,0.211,0.48,1.0,0.052,6.0,0.289,0.182,0.0,0.0,
396.0,Mo Bamba,C,26.0,32.0,2.0,413.0,0.464,13.3,0.518,0.259,0.214,0.027,0.018,0.482,0.638,0.793,0.458,0.667,0.5,0.278,0.649,1.0,0.107,10.0,0.352,0.263,0.0,0.0,
397.0,David Roddy,PF,23.0,33.0,3.0,410.0,0.456,16.3,0.512,0.216,0.264,0.032,0.0,0.488,0.594,0.667,0.545,0.5,,0.311,0.737,0.842,0.016,2.0,0.262,0.438,0.0,0.0,
398.0,Taj Gibson,C,39.0,37.0,11.0,409.0,0.495,5.1,0.979,0.505,0.316,0.137,0.021,0.021,0.495,0.625,0.4,0.231,0.5,0.5,0.63,1.0,0.095,9.0,1.0,0.5,0.0,0.0,
399.0,Ousmane Dieng,C,21.0,37.0,1.0,405.0,0.432,16.6,0.432,0.232,0.12,0.048,0.032,0.568,0.574,0.655,0.467,0.5,0.5,0.324,0.742,0.913,0.136,16.0,0.31,0.318,0.0,0.0,
400.0,Jordan Walsh,PF,20.0,52.0,1.0,403.0,0.361,17.7,0.337,0.193,0.145,0.0,0.0,0.663,0.536,0.688,0.333,,,0.273,0.467,1.0,0.084,4.0,0.418,0.217,0.0,0.0,
401.0,Hunter Tyson,PF,24.0,51.0,2.0,400.0,0.375,17.6,0.383,0.175,0.142,0.025,0.042,0.617,0.478,0.714,0.235,0.667,0.2,0.311,0.682,0.913,0.067,6.0,0.284,0.286,0.0,0.0,
402.0,Anthony Gill,PF,32.0,51.0,0.0,397.0,0.489,11.8,0.648,0.295,0.33,0.011,0.011,0.352,0.579,0.654,0.552,0.0,0.0,0.323,0.606,1.0,0.011,1.0,0.387,0.333,0.0,0.0,
403.0,Devin Carter,PG,22.0,36.0,0.0,396.0,0.37,15.6,0.52,0.15,0.268,0.079,0.016,0.48,0.439,0.579,0.412,0.4,0.0,0.295,0.345,0.778,0.063,8.0,0.23,0.214,0.0,0.0,
404.0,Jeff Green,PF,38.0,32.0,3.0,396.0,0.504,18.5,0.347,0.124,0.099,0.091,0.033,0.653,0.762,0.8,0.75,0.636,1.0,0.367,0.531,0.966,0.074,9.0,0.506,0.4,0.0,0.0,
405.0,Trey Jemison,C,25.0,38.0,0.0,392.0,0.554,3.9,1.0,0.514,0.419,0.054,0.014,0.0,0.554,0.658,0.484,0.25,0.0,,0.756,,0.203,13.0,,,0.0,0.0,
406.0,Reggie Jackson,PG,34.0,31.0,1.0,384.0,0.391,18.3,0.444,0.128,0.158,0.083,0.075,0.556,0.458,0.647,0.524,0.273,0.2,0.338,0.444,0.8,0.0,0.0,0.189,0.429,1.0,0.0,
407.0,Baylor Scheierman,SG,24.0,31.0,2.0,384.0,0.355,21.3,0.255,0.073,0.118,0.018,0.045,0.745,0.464,0.625,0.385,0.0,0.6,0.317,0.615,0.885,0.0,0.0,0.28,0.348,0.0,0.0,
408.0,Quenton Jackson,PG,26.0,28.0,7.0,381.0,0.475,10.8,0.672,0.451,0.156,0.025,0.041,0.328,0.524,0.618,0.368,0.333,0.2,0.375,0.558,0.933,0.074,8.0,0.3,0.333,0.0,0.0,
409.0,Alex Len,C,31.0,46.0,7.0,380.0,0.508,7.5,0.857,0.429,0.333,0.079,0.016,0.143,0.556,0.63,0.571,0.2,0.0,0.222,0.733,1.0,0.206,9.0,0.444,0.25,0.0,0.0,
410.0,Johnny Furphy,SG,20.0,50.0,0.0,379.0,0.38,15.3,0.457,0.261,0.174,0.0,0.022,0.543,0.476,0.667,0.25,,0.0,0.3,0.85,0.933,0.098,8.0,0.44,0.364,0.0,0.0,
411.0,Charles Bassey,C,24.0,36.0,1.0,376.0,0.581,3.5,1.0,0.598,0.299,0.094,0.009,0.0,0.581,0.614,0.571,0.455,0.0,,0.779,,0.325,30.0,,,0.0,0.0,
412.0,Dominick Barlow,SF,21.0,35.0,4.0,375.0,0.531,9.3,0.761,0.416,0.195,0.133,0.018,0.239,0.616,0.766,0.5,0.333,0.5,0.259,0.717,1.0,0.159,18.0,0.815,0.182,0.0,0.0,
413.0,Dante Exum,PG,29.0,20.0,13.0,372.0,0.478,13.3,0.604,0.261,0.239,0.075,0.03,0.396,0.506,0.657,0.375,0.3,0.75,0.434,0.415,0.913,0.03,2.0,0.321,0.588,1.0,0.0,
414.0,Damion Baugh,SG,24.0,15.0,2.0,370.0,0.323,13.7,0.569,0.208,0.323,0.031,0.008,0.431,0.405,0.63,0.286,0.25,0.0,0.214,0.433,1.0,0.008,0.0,0.339,0.105,0.0,0.0,
415.0,Jaden Springer,SG,22.0,43.0,2.0,365.0,0.389,16.6,0.467,0.144,0.256,0.056,0.011,0.533,0.548,0.846,0.435,0.4,0.0,0.25,0.522,0.917,0.033,3.0,0.458,0.182,1.0,0.0,
416.0,Robert Williams,C,27.0,20.0,3.0,351.0,0.641,3.7,0.962,0.705,0.205,0.026,0.026,0.038,0.653,0.8,0.25,0.5,0.0,0.333,0.755,1.0,0.385,25.0,0.667,0.5,0.0,0.0,
417.0,Doug McDermott,SF,33.0,42.0,3.0,342.0,0.427,23.3,0.137,0.043,0.043,0.026,0.026,0.863,0.375,0.6,0.2,0.333,0.333,0.436,1.0,1.0,0.009,1.0,0.277,0.464,0.0,0.0,
418.0,Christian Koloko,C,24.0,37.0,0.0,342.0,0.606,4.6,0.939,0.621,0.273,0.015,0.03,0.061,0.645,0.707,0.5,1.0,0.5,0.0,0.825,,0.455,25.0,0.5,0.0,0.0,0.0,
419.0,Terrence Shannon Jr.,SG,24.0,32.0,1.0,339.0,0.482,9.8,0.728,0.325,0.333,0.044,0.026,0.272,0.53,0.73,0.368,0.6,0.0,0.355,0.841,1.0,0.07,6.0,0.645,0.4,0.0,0.0,
420.0,Keion Brooks Jr.,SF,24.0,14.0,6.0,332.0,0.486,13.3,0.606,0.275,0.202,0.11,0.018,0.394,0.591,0.8,0.318,0.5,1.0,0.326,0.718,1.0,0.092,8.0,0.395,0.412,0.0,0.0,
421.0,Tristan Thompson,C,33.0,40.0,0.0,328.0,0.437,5.8,0.958,0.465,0.366,0.113,0.014,0.042,0.456,0.606,0.385,0.125,0.0,0.0,0.71,,0.155,7.0,0.333,0.0,0.0,0.0,
422.0,Maxwell Lewis,SF,22.0,28.0,1.0,327.0,0.417,13.7,0.537,0.167,0.25,0.065,0.056,0.463,0.448,0.722,0.333,0.429,0.167,0.38,0.654,0.895,0.037,3.0,0.4,0.35,0.0,0.0,
423.0,Jevon Carter,PG,29.0,36.0,1.0,321.0,0.377,20.3,0.281,0.103,0.082,0.068,0.027,0.719,0.488,0.533,0.417,0.5,0.5,0.333,0.6,0.743,0.007,1.0,0.238,0.4,0.0,0.0,
424.0,Patty Mills,PG,36.0,29.0,0.0,321.0,0.375,23.1,0.219,0.021,0.094,0.031,0.073,0.781,0.476,0.5,0.556,0.333,0.429,0.347,0.5,0.769,0.0,0.0,0.147,0.455,0.0,0.0,
425.0,Tre Mann,PG,23.0,13.0,0.0,319.0,0.435,13.6,0.627,0.273,0.205,0.099,0.05,0.373,0.455,0.455,0.515,0.375,0.375,0.4,0.174,0.542,0.006,1.0,0.217,0.385,0.0,0.0,
426.0,Jalen Hood-Schifino,SG,21.0,15.0,0.0,315.0,0.378,16.8,0.531,0.071,0.133,0.194,0.133,0.469,0.442,0.571,0.308,0.526,0.385,0.304,0.304,0.571,0.0,0.0,0.109,0.6,0.0,0.0,
427.0,Torrey Craig,SF,34.0,26.0,4.0,314.0,0.422,19.5,0.267,0.167,0.067,0.022,0.011,0.733,0.583,0.667,0.333,1.0,0.0,0.364,0.714,0.958,0.056,4.0,0.424,0.286,0.0,0.0,
428.0,Jordan McLaughlin,PG,28.0,46.0,0.0,314.0,0.431,19.5,0.361,0.097,0.139,0.083,0.042,0.639,0.462,0.571,0.4,0.333,0.667,0.413,0.417,0.684,0.0,0.0,0.283,0.231,1.0,0.0,
429.0,Matisse Thybulle,SG,27.0,15.0,5.0,312.0,0.477,15.6,0.455,0.148,0.295,0.011,0.0,0.545,0.525,0.769,0.423,0.0,,0.438,0.571,1.0,0.091,7.0,0.458,0.364,0.0,0.0,
430.0,Isaac Jones,PF,24.0,40.0,0.0,304.0,0.651,5.2,0.904,0.47,0.422,0.012,0.0,0.096,0.68,0.744,0.629,0.0,,0.375,0.765,1.0,0.349,27.0,0.75,0.5,0.0,0.0,
431.0,Tyler Kolek,PG,23.0,41.0,0.0,296.0,0.329,17.2,0.427,0.159,0.195,0.061,0.012,0.573,0.371,0.462,0.25,0.4,1.0,0.298,0.231,1.0,0.0,0.0,0.234,0.364,1.0,0.0,
432.0,Mitchell Robinson,C,26.0,17.0,3.0,290.0,0.661,1.1,1.0,0.893,0.107,0.0,0.0,0.0,0.661,0.72,0.167,,,,0.378,,0.411,20.0,,,0.0,0.0,
433.0,Josh Minott,SF,22.0,46.0,0.0,276.0,0.489,12.9,0.522,0.422,0.089,0.011,0.0,0.478,0.638,0.658,0.625,0.0,,0.326,0.7,1.0,0.178,15.0,0.605,0.346,0.0,0.0,
434.0,Kobe Brown,PF,25.0,40.0,0.0,272.0,0.458,11.6,0.639,0.319,0.264,0.056,0.0,0.361,0.587,0.739,0.526,0.0,,0.231,0.556,1.0,0.097,6.0,0.231,0.5,0.0,0.0,
435.0,Dru Smith,SG,27.0,14.0,1.0,268.0,0.508,14.6,0.508,0.23,0.23,0.049,0.0,0.492,0.484,0.714,0.357,0.0,,0.533,0.4,0.875,0.0,0.0,0.367,0.636,0.0,0.0,
436.0,Isaiah Wong,SG,24.0,20.0,0.0,265.0,0.39,14.0,0.686,0.162,0.248,0.219,0.057,0.314,0.389,0.412,0.385,0.391,0.333,0.394,0.393,0.769,0.019,2.0,0.121,0.25,1.0,0.0,
437.0,Marvin Bagley III,PF,25.0,31.0,2.0,265.0,0.519,7.8,0.821,0.5,0.264,0.057,0.0,0.179,0.598,0.736,0.393,0.333,,0.158,0.538,1.0,0.208,21.0,0.316,0.167,0.0,0.0,
438.0,Oscar Tshiebwe,C,25.0,14.0,1.0,255.0,0.6,4.6,1.0,0.3,0.629,0.071,0.0,0.0,0.6,0.81,0.545,0.2,,,0.595,,0.114,6.0,,,0.0,0.0,
439.0,Drew Timme,PF,24.0,9.0,2.0,254.0,0.441,12.4,0.657,0.284,0.255,0.108,0.01,0.343,0.537,0.69,0.346,0.545,1.0,0.257,0.694,1.0,0.029,3.0,0.171,0.333,1.0,0.0,
440.0,Marcus Bagley,SF,23.0,10.0,4.0,253.0,0.391,13.4,0.536,0.391,0.087,0.043,0.014,0.464,0.595,0.704,0.333,0.333,0.0,0.156,0.545,0.8,0.159,10.0,0.406,0.308,0.0,0.0,
441.0,Cam Spencer,SG,24.0,25.0,1.0,252.0,0.415,19.0,0.354,0.098,0.134,0.098,0.037,0.646,0.517,0.625,0.545,0.5,0.0,0.358,0.867,0.947,0.0,0.0,0.113,0.333,0.0,0.0,
442.0,Kevin Love,PF,36.0,23.0,9.0,251.0,0.357,17.3,0.417,0.191,0.157,0.043,0.026,0.583,0.354,0.318,0.389,0.4,0.333,0.358,0.471,0.917,0.0,0.0,0.209,0.357,1.0,0.0,
443.0,Pat Spencer,PG,28.0,39.0,0.0,250.0,0.406,10.3,0.782,0.139,0.525,0.099,0.02,0.218,0.456,0.286,0.491,0.5,0.5,0.227,0.556,1.0,0.04,3.0,0.136,0.333,0.0,0.0,
444.0,JT Thor,PF,22.0,20.0,0.0,249.0,0.424,14.0,0.644,0.237,0.203,0.153,0.051,0.356,0.5,0.714,0.417,0.333,0.333,0.286,0.632,1.0,0.102,5.0,0.476,0.1,0.0,0.0,
445.0,Branden Carlson,C,25.0,32.0,0.0,246.0,0.443,18.3,0.32,0.186,0.124,0.0,0.01,0.68,0.677,0.778,0.583,,0.0,0.333,0.524,1.0,0.124,10.0,0.273,0.333,0.0,0.0,
446.0,Dariq Whitehead,SF,20.0,20.0,0.0,246.0,0.406,21.3,0.229,0.063,0.125,0.01,0.031,0.771,0.273,0.333,0.333,0.0,0.0,0.446,0.5,0.97,0.01,1.0,0.27,0.45,0.0,0.0,
447.0,Johnny Davis,SG,22.0,34.0,0.0,242.0,0.41,12.8,0.628,0.295,0.218,0.09,0.026,0.372,0.51,0.652,0.412,0.286,0.5,0.241,0.68,1.0,0.103,6.0,0.345,0.2,0.0,0.0,
448.0,Jaylen Martin,SF,21.0,16.0,0.0,239.0,0.419,13.0,0.689,0.23,0.351,0.095,0.014,0.311,0.471,0.765,0.385,0.143,0.0,0.304,0.667,1.0,0.068,4.0,0.304,0.143,0.0,0.0,
449.0,Bones Hyland,PG,24.0,24.0,0.0,239.0,0.398,22.4,0.305,0.085,0.085,0.051,0.085,0.695,0.417,0.7,0.3,0.167,0.4,0.39,0.4,0.438,0.017,2.0,0.098,0.5,1.0,0.0,
450.0,Xavier Tillman Sr.,C,26.0,33.0,2.0,231.0,0.245,17.2,0.396,0.094,0.264,0.038,0.0,0.604,0.381,0.8,0.214,0.5,,0.156,0.375,1.0,0.0,0.0,0.344,0.091,0.0,0.0,
451.0,Garrett Temple,SG,38.0,28.0,0.0,227.0,0.3,15.3,0.533,0.267,0.1,0.1,0.067,0.467,0.375,0.563,0.333,0.0,0.25,0.214,0.583,1.0,0.017,0.0,0.321,0.222,0.0,0.0,
452.0,Jared Rhoden,SG,25.0,14.0,2.0,227.0,0.483,12.2,0.552,0.425,0.08,0.023,0.023,0.448,0.625,0.73,0.429,0.0,0.0,0.308,0.7,0.75,0.103,9.0,0.462,0.444,0.0,0.0,
453.0,Luka Garza,C,26.0,39.0,0.0,219.0,0.495,11.8,0.657,0.286,0.267,0.105,0.0,0.343,0.609,0.7,0.607,0.364,,0.278,0.714,1.0,0.048,5.0,0.083,0.0,0.0,0.0,
454.0,Ariel Hukporti,C,22.0,25.0,1.0,217.0,0.677,3.4,1.0,0.645,0.258,0.097,0.0,0.0,0.677,0.75,0.5,0.667,,,0.952,,0.323,10.0,,,0.0,0.0,
455.0,Alex Reese,PF,25.0,15.0,0.0,216.0,0.481,10.3,0.241,0.13,0.093,0.0,0.019,0.759,0.846,1.0,0.6,,1.0,0.366,0.636,1.0,0.037,2.0,0.366,0.2,1.0,0.0,
456.0,Dario Šarić,C,30.0,16.0,4.0,210.0,0.362,14.1,0.552,0.224,0.276,0.017,0.034,0.448,0.438,0.615,0.313,0.0,0.5,0.269,0.714,1.0,0.0,0.0,0.154,0.5,0.0,0.0,
457.0,Adam Flagler,SG,25.0,37.0,0.0,203.0,0.26,21.7,0.25,0.063,0.063,0.063,0.063,0.75,0.458,0.667,0.167,0.833,0.167,0.194,0.545,0.857,0.0,0.0,0.125,0.0,0.0,0.0,
458.0,Chuma Okeke,PF,26.0,9.0,3.0,196.0,0.5,19.2,0.3,0.3,0.0,0.0,0.0,0.7,0.75,0.75,,,,0.393,0.444,1.0,0.125,3.0,0.429,0.5,0.0,0.0,
459.0,Drew Peterson,PF,25.0,25.0,1.0,186.0,0.415,21.4,0.195,0.098,0.073,0.0,0.024,0.805,0.5,0.25,0.667,,1.0,0.394,0.25,0.923,0.0,0.0,0.273,0.333,0.0,0.0,
